textId,length,NrOfConnectivesPerNrOfToken,NrOfFiniteVerbPerNrOfToken,avgNumCharsPerToken,NrOfDiscourseReferentPerNrOfToken,avgNumCharsPerSentence,FN_AnnotationRatio_de_tudarmstadt_ukp_dkpro_core_api_syntax_type_chunk_NC_null_PER_de_tudarmstadt_ukp_dkpro_core_api_segmentation_type_Sentence_null,standardDevCharsPerToken,NrOfParagraphs,standardDevCharsPerSentence,NrOfChars,FN_AnnotationRatio_de_tudarmstadt_ukp_dkpro_core_api_segmentation_type_Token_null_PER_de_tudarmstadt_ukp_dkpro_core_api_segmentation_type_Sentence_null,LexicalDensity,READABILITY_MEASURE_LIX,READABILITY_MEASURE_ARI,READABILITY_MEASURE_SMOG,READABILITY_MEASURE_COLEMAN_LIAU,LexicalVariation,TypeTokenRatio,VerbVariation,READABILITY_MEASURE_KINCAID,READABILITY_MEASURE_FOG,READABILITY_MEASURE_FLESH,Label
12988.txt,241,0.01659751,0.091286307,4.151111111,0.286307054,68.23529412,3.882352941,2.187705264,4,44.70495355,1181,14.17647059,0.514522822,0,4.758360963,7.970501217,8.85745,0.60483871,0.502074689,0.576923077,4.689786096,7.721925134,84.48879679,CHI
12995.txt,371,0.021563342,0.094339623,4.776203966,0.318059299,112.5555556,5.166666667,2.972642072,4,42.47381183,2049,20.61111111,0.482479784,8,11.19041503,11.46561673,13.18210588,0.480446927,0.369272237,0.523076923,10.13607843,12.61437908,56.03513072,CHI
13021.txt,329,0.027355623,0.066869301,4.541139241,0.276595745,133.6923077,7.461538462,2.419897208,5,95.80539941,1754,25.30769231,0.507598784,8,12.32820259,10.12525303,11.8420495,0.586826347,0.434650456,0.586206897,10.09009901,12.22736735,64.23511805,CHI
13058.txt,379,0.036939314,0.034300792,4.243767313,0.248021108,104.0555556,5.388888889,2.41563953,6,51.60477177,1914,21.05555556,0.461741425,5,8.946238562,10.30296743,10.37569412,0.611428571,0.427440633,0.576271186,7.810784314,11.32026144,72.70630719,CHI
13075.txt,378,0.037037037,0.063492063,4.690607735,0.293650794,127.625,6.8125,2.683769544,4,62.75933695,2063,23.625,0.518518519,8,12.29494186,12.38749168,12.93073256,0.62755102,0.489417989,0.569230769,10.495,14.06511628,58.1125,CHI
13076.txt,228,0.021929825,0.100877193,4.222727273,0.350877193,141.375,8.125,2.366514856,5,76.09687494,1165,28.5,0.521929825,8,12.4563806,9.982120022,10.86604975,0.521008403,0.421052632,0.458333333,10.29432214,12.63706468,66.00775187,CHI
13109.txt,449,0.031180401,0.069042316,4.927738928,0.258351893,126.6,5.6,2.641236513,5,45.05818461,2558,22.45,0.516703786,10,12.71648325,12.32737905,13.83303828,0.50862069,0.394209354,0.414893617,10.43037799,13.91023923,57.50714593,CHI
13110.txt,338,0.01183432,0.088757396,4.141975309,0.278106509,117.6428571,6,2.29025656,5,48.36558272,1673,24.14285714,0.417159763,6,9.942469253,9.866065623,9.944231788,0.560283688,0.387573964,0.491803279,8.256631977,11.54247871,74.28768212,CHI
13120.txt,325,0.021538462,0.076923077,4.654952077,0.32,146.4166667,7.25,2.579555169,4,78.58377518,1772,27.08333333,0.504615385,9,13.60414989,13.12422837,12.48373826,0.68902439,0.532307692,0.75,12.3097651,15.43668904,51.03856264,CHI
13135.txt,344,0.011627907,0.072674419,4.96969697,0.308139535,140.0714286,6.857142857,3.073689408,4,39.42164794,1977,24.57142857,0.505813953,11,13.96069643,13.85620297,14.16524375,0.706896552,0.479651163,0.742857143,12.31491071,16.01785714,47.481875,CHI
13149.txt,328,0.012195122,0.094512195,4.028753994,0.280487805,104.6666667,6.133333333,2.421114003,4,64.93757686,1595,21.86666667,0.509146341,0,7.255670103,9.92820323,7.942010309,0.586826347,0.448170732,0.493670886,7.263285223,11.05896907,77.54193814,CHI
13151.txt,333,0.018018018,0.048048048,4.060897436,0.225225225,74.47619048,4.047619048,2.295370863,5,30.67435574,1605,15.85714286,0.423423423,0,5.523733912,8.477225575,9.092996622,0.602836879,0.42042042,0.515151515,5.693629344,8.475933076,79.34725225,CHI
13158.txt,288,0.003472222,0.045138889,4.345724907,0.28125,75.42105263,3.894736842,2.24258181,6,24.02480251,1478,15.15789474,0.503472222,5,6.499706242,7.53059773,10.6362907,0.537931034,0.40625,0.5,5.484859241,7.447082823,79.92446144,CHI
13163.txt,360,0.025,0.086111111,4.179941003,0.311111111,82.80952381,4.80952381,2.311969368,5,38.04711246,1763,17.14285714,0.5,0,6.64080293,8.732115042,9.626483077,0.566666667,0.436111111,0.636363636,5.912791209,9.021245421,80.23558974,CHI
13182.txt,361,0.011080332,0.069252078,3.888888889,0.20498615,87.94736842,5.105263158,2.139695678,5,45.18904581,1727,19,0.495844875,0,6.132348807,8.180936717,8.070785714,0.502793296,0.409972299,0.5,5.71450474,8.890748611,84.27752043,CHI
13190.txt,342,0.026315789,0.076023392,4.114906832,0.251461988,81.45,4.8,2.346365266,4,25.22196463,1688,17.1,0.461988304,0,6.390249169,9.363961031,9.579634551,0.632911392,0.456140351,0.577464789,6.234981728,9.608039867,77.16655897,CHI
13199.txt,315,0.019047619,0.06984127,4.508038585,0.282539683,416.75,22.75,2.85992934,4,66.75093632,1673,78.75,0.555555556,99,32.53140449,17.23024947,9.94388764,0.565714286,0.447619048,0.414285714,26.6177809,30.74494382,23.11521067,CHI
00037.txt,281,0.014234875,0.067615658,4.330855019,0.256227758,119.6666667,7,2.170736349,4,46.49253226,1450,23.41666667,0.476868327,6,10.35069767,9.892024376,10.49939535,0.559701493,0.412811388,0.526315789,8.16244186,11.54573643,74.83575581,FRE
00061.txt,339,0.020648968,0.088495575,4.114457831,0.283185841,238.1428571,13.14285714,2.697416548,6,136.1138479,1689,48.42857143,0.457227139,11,19.12569498,12.48683298,8.476280405,0.619354839,0.460176991,0.544117647,15.89061776,19.75212355,56.45013514,FRE
00083.txt,394,0.012690355,0.078680203,4.07277628,0.256345178,80.39130435,4.391304348,2.315443895,5,34.83718544,1875,17.13043478,0.444162437,0,6.483119597,8.595028849,9.944513353,0.577142857,0.42893401,0.505882353,6.091113405,8.709534254,77.48945297,FRE
00092.txt,347,0.011527378,0.080691643,4.289634146,0.276657061,90.68421053,4.684210526,2.650060259,6,33.42556952,1744,18.26315789,0.452449568,5,7.723455524,10.32695097,10.3566869,0.74522293,0.472622478,0.617647059,7.497995628,10.93452161,70.64711787,FRE
00094.txt,304,0.023026316,0.072368421,4.744897959,0.292763158,167.9,7.9,2.740392833,7,45.95095211,1693,30.4,0.509868421,11,15.63362989,13.24695077,12.97914591,0.664516129,0.516447368,0.666666667,12.96401779,16.22220641,52.16616904,FRE
00116.txt,431,0.027842227,0.088167053,4.317191283,0.354988399,122.1666667,6.666666667,2.446249262,8,55.85919799,2218,23.94444444,0.517401392,6,10.29104343,10.07106781,10.18163959,0.623318386,0.457076566,0.605633803,8.969509306,11.80124083,69.74214326,FRE
00119.txt,388,0.012886598,0.067010309,3.944751381,0.244845361,67.80769231,3.846153846,2.171446438,4,20.4714045,1795,14.92307692,0.440721649,0,4.625591274,7.682208552,8.72678209,0.660818713,0.414948454,0.658227848,4.369925373,7.42250287,86.68129449,FRE
00126.txt,420,0.011904762,0.069047619,4.348370927,0.302380952,101.047619,5.523809524,2.504420373,5,50.58183016,2146,20,0.495238095,5,8.705341991,9.969320524,10.42181039,0.591346154,0.442857143,0.584415584,8.08,10.86580087,69.78666667,FRE
00158.txt,340,0.020588235,0.1,4.565217391,0.305882353,98.44444444,5.166666667,3.038638565,4,50.44603522,1794,18.88888889,0.470588235,7,9.52633922,12.30949336,12.42111258,0.61875,0.444117647,0.483870968,9.786445916,13.59852833,54.7817145,FRE
00170.txt,323,0.043343653,0.07120743,4.644230769,0.284829721,146.1666667,7,2.674373648,5,64.66817009,1771,26.91666667,0.510835913,9,13.5626864,12.48683298,12.11925658,0.654545455,0.510835913,0.635135135,11.75710526,14.87017544,55.89140351,FRE
00180.txt,249,0.012048193,0.072289157,4.1,0.248995984,119.6,5.8,2.578436219,8,73.66708899,1212,24.9,0.46184739,6,9.749142857,9.92820323,10.0597619,0.765217391,0.550200803,0.727272727,8.67047619,11.44761905,70.30285714,FRE
00200.txt,352,0.039772727,0.107954545,4.056213018,0.255681818,119.5,6.5,2.35460769,14,49.4306874,1686,25.14285714,0.465909091,5,9.755316935,10.31925055,9.710192053,0.585365854,0.451704545,0.585365854,8.334777673,11.93982971,73.72741722,FRE
00217.txt,368,0.024456522,0.100543478,4.234285714,0.277173913,101.2222222,5.222222222,2.407600211,5,51.10615918,1841,20.44444444,0.45923913,5,8.21374574,9.582805886,9.946,0.579881657,0.453804348,0.534246575,6.639591002,10.43462849,79.71786639,FRE
00223.txt,210,0.014285714,0.09047619,4.766169154,0.304761905,127.4444444,6.333333333,2.872073419,3,48.78549673,1157,23.33333333,0.480952381,8,12.59507937,13.48808848,13.61869312,0.801980198,0.604761905,0.822222222,11.45502646,15.38412698,50.33904762,FRE
00228.txt,294,0.020408163,0.088435374,4.518248175,0.295918367,75.15,3.95,2.488226847,5,33.71983837,1527,14.7,0.517006803,5,7.003188679,10.03562364,11.47158491,0.605263158,0.486394558,0.53125,6.186556604,10.28113208,74.30775943,FRE
00255.txt,348,0.00862069,0.068965517,4.309309309,0.267241379,116.6666667,6.2,2.720813527,8,67.98202377,1764,23.2,0.497126437,7,10.30126214,11.36660027,11.00030744,0.722543353,0.502873563,0.657534247,9.819404531,12.77074434,61.35318447,FRE
00262.txt,456,0.01754386,0.085526316,4.520361991,0.285087719,172.2142857,9,2.714264624,5,60.22123329,2432,32.57142857,0.467105263,10,15.45620798,14.33893419,12.10521569,0.65258216,0.440789474,0.684210526,13.56247899,17.5394958,49.73294118,FRE
00263.txt,396,0.017676768,0.083333333,4.007792208,0.237373737,174.0909091,9.363636364,2.317060735,5,76.90189092,1927,36,0.484848485,9,14.80684391,11.42075358,8.426703504,0.479166667,0.361111111,0.461538462,13.14854202,16.29414359,60.86596913,FRE
00277.txt,361,0.027700831,0.08033241,4.433628319,0.293628809,79.52173913,4.217391304,2.501478405,5,37.90017731,1860,15.69565217,0.48199446,5,7.171904187,9.852482889,11.15926235,0.689655172,0.484764543,0.587301587,7.057616747,10.07922705,69.5534058,FRE
00288.txt,387,0.025839793,0.111111111,3.961748634,0.291989664,86.33333333,5.428571429,2.042890164,8,51.99481049,1841,18.42857143,0.472868217,0,6.049457488,8.070925528,7.874671309,0.469945355,0.356589147,0.37037037,5.50666932,8.843666269,86.03096565,FRE
00304.txt,385,0.028571429,0.124675325,3.972527473,0.288311688,84.38095238,5.095238095,2.152002182,6,59.19336851,1788,18.33333333,0.441558442,0,6.480890269,7.629100499,9.515829193,0.476470588,0.353246753,0.45,5.341552795,7.996687371,84.07663561,FRE
00318.txt,322,0.01242236,0.062111801,4.226537217,0.242236025,122.7692308,6.538461538,2.807838309,5,51.00400263,1620,24.76923077,0.422360248,7,10.57887943,12.60768923,10.32782353,0.580882353,0.409937888,0.53125,10.43294118,14.42863987,59.85900452,FRE
00319.txt,316,0.015822785,0.113924051,4.410423453,0.306962025,183.1111111,8.888888889,2.759813196,5,92.80019689,1673,35.11111111,0.490506329,9,16.32409177,12.12870929,11.05669966,0.516129032,0.39556962,0.492063492,13.53806598,16.43519151,55.98633295,FRE
00337.txt,337,0.017804154,0.083086053,3.834375,0.28189911,89.82352941,5.352941176,2.186765502,6,48.63215505,1545,19.82352941,0.448071217,0,6.343429412,8.477225575,7.897263333,0.688741722,0.483679525,0.671428571,6.475019608,9.325490196,80.07123529,FRE
00344.txt,316,0.034810127,0.069620253,4.217105263,0.25,131,7,2.422259067,4,79.62307036,1585,26.33333333,0.449367089,7,11.01270833,11.06225775,9.764111111,0.676056338,0.487341772,0.698113208,10.19986111,13.21111111,64.68125,FRE
00346.txt,400,0.0125,0.04,4.185676393,0.2475,83.95652174,4.304347826,2.335859683,5,31.21242543,1958,17.39130435,0.5175,0,6.978587264,8.823490661,10.12915297,0.560386473,0.42,0.518518519,6.140128095,9.085306072,78.37706984,FRE
00352.txt,355,0.033802817,0.070422535,4.002923977,0.21971831,129.1538462,6,2.292242879,4,47.27146831,1716,27.30769231,0.450704225,6,10.5181737,10.44208408,9.241874194,0.61875,0.430985915,0.5375,9.240322581,12.63523573,71.28663772,FRE
00381.txt,388,0.025773196,0.085051546,3.81769437,0.242268041,118.2666667,6.466666667,2.220790875,4,46.92045278,1792,25.86666667,0.445876289,5,8.969396552,10.48331477,7.709094828,0.537572254,0.386597938,0.457831325,8.54708046,12.4983908,75.10596552,FRE
00383.txt,304,0.019736842,0.078947368,4.351535836,0.276315789,141.8181818,7,2.407887926,5,82.96090885,1575,27.63636364,0.493421053,7,12.48716993,11.5811633,10.52797527,0.726666667,0.529605263,0.652173913,10.74681658,14.10716351,63.83630581,FRE
00402.txt,429,0.009324009,0.090909091,4.383084577,0.331002331,74.10344828,4.310344828,2.81034203,6,34.38057273,2181,14.79310345,0.473193473,0,6.523824698,9.591530616,10.92063613,0.665024631,0.440559441,0.630136986,6.59855028,9.666871276,71.21578534,FRE
00422.txt,409,0.009779951,0.073349633,4.038860104,0.259168704,84.08695652,4.260869565,2.354808276,5,28.86989261,1971,17.7826087,0.462102689,0,6.432064314,9.358835004,9.228229917,0.518518519,0.366748166,0.477272727,5.959559195,9.713163917,80.29117066,FRE
00432.txt,359,0.016713092,0.103064067,4.547337278,0.311977716,88.47619048,4.666666667,2.357000528,6,33.48577388,1884,17.0952381,0.495821727,5,8.484834369,9.436503043,12.02182298,0.601123596,0.428969359,0.589041096,7.173850932,9.735817805,70.93998965,FRE
00437.txt,327,0.027522936,0.064220183,4.211356467,0.217125382,162.9,8.3,2.552192795,7,71.01190041,1639,32.7,0.486238532,11,14.25155932,13.24695077,10.37545763,0.471698113,0.348623853,0.402777778,12.835,16.54576271,55.58470339,FRE
00438.txt,372,0.02688172,0.086021505,4.450704225,0.258064516,112.7647059,5.823529412,2.511880124,10,44.53488971,1937,21.88235294,0.5,6,10.20806723,11.29599478,11.40603869,0.623655914,0.459677419,0.621621622,8.764663866,12.5487395,67.42739496,FRE
00464.txt,366,0.021857923,0.076502732,4.343839542,0.256830601,102.3333333,5.666666667,2.47667587,6,48.21940596,1866,20.33333333,0.445355191,5,8.976629404,10.30296743,10.83053659,0.484662577,0.37704918,0.515625,8.137398374,11.19132791,69.17724932,FRE
00465.txt,242,0.012396694,0.090909091,4.154166667,0.29338843,602,31.5,2.337462864,2,353,1205,121,0.47107438,99,52.51746479,20.32050808,10.08278873,0.605263158,0.466942149,0.651162791,41.40133803,46.35586854,-12.07658451,FRE
00501.txt,325,0.04,0.067692308,4.291139241,0.264615385,51.03125,3,2.411217974,26,26.3480127,1712,10.15625,0.486153846,0,4.19271112,8.562148865,10.39934448,0.620253165,0.455384615,0.596774194,4.668778219,8.152215719,78.2320302,FRE
00507.txt,361,0.019390582,0.088642659,4.167146974,0.296398892,117.8,6.6,2.347544843,8,36.36335151,1783,24.06666667,0.479224377,5,9.903709509,9.92820323,10.08631661,0.566473988,0.434903047,0.619047619,8.240050157,11.51607106,73.8637534,FRE
00511.txt,494,0.01417004,0.05465587,4.402922756,0.303643725,169.6,8.866666667,2.698192354,5,56.34631014,2562,32.93333333,0.473684211,10,15.43294072,12.89949494,12.24881062,0.641025641,0.463562753,0.642857143,13.24536721,16.07322556,51.51454811,FRE
00512.txt,387,0.018087855,0.064599483,4.204359673,0.286821705,94.4,5.1,2.381624148,7,39.23824665,1917,19.35,0.475452196,5,7.77625,9,9.968575581,0.706521739,0.493540052,0.653333333,7.171488372,9.670697674,74.28165116,FRE
00525.txt,359,0.016713092,0.08356546,4.517647059,0.292479109,98,4.736842105,2.690338989,5,38.7746526,1888,18.89473684,0.504178273,7,8.843723197,10.53937035,11.39562654,0.491712707,0.376044568,0.449275362,8.032131254,11.26549708,67.84880117,FRE
00533.txt,325,0.009230769,0.046153846,4.517571885,0.276923077,143.1666667,7.25,2.584145167,6,77.40244756,1729,27.08333333,0.473846154,10,12.9906612,12.08295106,11.35181639,0.577922078,0.418461538,0.551724138,11.61627049,14.49453552,57.04954235,FRE
00540.txt,335,0.011940299,0.065671642,4.037151703,0.289552239,133.6666667,7.25,2.288451407,7,64.51270331,1617,27.91666667,0.486567164,7,11.07529083,10.74596669,9.321322148,0.582822086,0.423880597,0.484848485,10.01312081,13.15480984,67.50433445,FRE
00551.txt,386,0.005181347,0.098445596,4.472826087,0.29015544,110.6666667,6.222222222,2.775929271,7,39.73663297,2014,21.44444444,0.468911917,7,9.782808732,11.36660027,11.38711437,0.740331492,0.494818653,0.691176471,9.134990225,12.50446399,63.31137423,FRE
00577.txt,368,0.027173913,0.111413043,4.050991501,0.307065217,117.6,6.266666667,2.211918625,4,48.34569957,1781,24.53333333,0.491847826,5,9.551818182,9.32455532,9.187742424,0.569060773,0.421195652,0.527777778,8.115454545,11.22424242,76.06318182,FRE
00592.txt,320,0.01875,0.084375,4.46557377,0.309375,110,6.066666667,2.688096727,6,38.22738983,1672,21.33333333,0.471875,7,10.21015258,10.74596669,11.92846831,0.655629139,0.465625,0.696428571,9.161605634,11.79868545,63.10076526,FRE
00621.txt,387,0.007751938,0.090439276,4.151761518,0.271317829,104.1666667,5.388888889,2.424748949,7,49.00255095,1894,21.5,0.475452196,5,8.75037253,10.95822426,10.0265481,0.614130435,0.444444444,0.6,8.079567541,12.0537091,71.0761184,FRE
00634.txt,316,0.006329114,0.094936709,4.165016502,0.338607595,111.4285714,6.5,2.274662543,7,36.74956615,1575,22.57142857,0.537974684,5,9.235470383,9.866065623,9.730027875,0.535294118,0.405063291,0.507042254,7.946463415,11.26620209,74.60310976,FRE
00646.txt,70,0,0.114285714,4.042857143,0.328571429,352,21,1.823933851,1,0,352,70,0.514285714,99,30.41791045,10.74596669,7.14458209,0.861111111,0.757142857,0.9375,24.10119403,27.99402985,41.60313433,FRE
00652.txt,284,0.021126761,0.066901408,4.174074074,0.25,92.4,4.666666667,2.486123353,4,42.35847023,1404,18.93333333,0.475352113,5,7.525232558,10.61577311,9.654670543,0.777777778,0.535211268,0.693877551,7.720325581,11.37612403,70.34676744,FRE
00657.txt,364,0.013736264,0.085164835,4.795389049,0.304945055,116.5294118,5.235294118,3.200536979,7,70.57921511,1998,21.41176471,0.467032967,9,11.94284721,12.7618706,14.42137061,0.723529412,0.497252747,0.618181818,11.04362338,14.26566435,48.67868822,FRE
00660.txt,405,0.022222222,0.071604938,4.239583333,0.259259259,95,4.666666667,2.449467594,7,33.3166625,2019,19.28571429,0.491358025,5,7.913056206,10.07106781,9.996740437,0.618090452,0.451851852,0.602150538,7.230640125,10.79656518,74.26467213,FRE
00674.txt,352,0.022727273,0.071022727,4.307692308,0.241477273,126.8571429,6.5,2.607454039,4,43.23169661,1793,25.14285714,0.474431818,8,11.16814781,13.03565074,10.80705994,0.556886228,0.417613636,0.568965517,10.7732064,14.98774223,58.15344637,FRE
00708.txt,413,0.01937046,0.070217918,4.118987342,0.261501211,110.5,4.888888889,2.327277757,6,55.77459597,2006,22.94444444,0.489104116,5,9.251323484,10.18795288,10.02774515,0.623762376,0.460048426,0.526315789,7.98679132,11.45712527,73.52237842,FRE
00723.txt,569,0.012302285,0.073813708,4.563868613,0.289982425,143.9047619,7.047619048,2.733532179,5,56.91422515,3050,27.0952381,0.472759227,8,13.21476007,13.21203771,12.04145577,0.639405204,0.420035149,0.631578947,11.74445055,15.52014652,54.96435897,FRE
00739.txt,372,0.024193548,0.088709677,4.27247191,0.268817204,115.625,5.75,2.909964586,7,43.02016242,1867,23.25,0.465053763,7,9.971920732,11.76783896,10.65098171,0.589595376,0.403225806,0.569620253,9.745243902,13.2,61.70676829,FRE
00740.txt,362,0.013812155,0.049723757,4.358381503,0.245856354,114.875,5.8125,2.729395058,6,37.4096829,1860,22.625,0.527624309,7,10.18225304,10.98435971,10.87493009,0.455497382,0.359116022,0.417910448,9.681046733,12.3587386,62.27834821,FRE
00792.txt,366,0.016393443,0.076502732,3.897959184,0.300546448,72.30434783,4.217391304,2.075420904,6,30.68838441,1697,15.91304348,0.524590164,0,4.750571237,7.27327387,8.104126154,0.520833333,0.423497268,0.453125,4.262408027,7.375250836,89.67107023,FRE
00795.txt,350,0.022857143,0.08,4.158208955,0.297142857,114.4666667,6.466666667,2.50051632,6,45.07603453,1736,23.33333333,0.485714286,6,9.474468524,10.87400787,9.382801858,0.552941176,0.405714286,0.462686567,8.699640867,12.45234262,71.04368215,FRE
00797.txt,291,0.006872852,0.103092784,4.376383764,0.295532646,71.85,3.7,2.754137348,4,31.28302255,1459,14.55,0.436426117,5,6.712287449,9.708203932,11.67052632,0.480314961,0.371134021,0.438596491,6.424880567,9.798299595,70.99610628,FRE
00798.txt,398,0.012562814,0.070351759,4.35,0.27638191,111.2222222,5.833333333,2.64398523,13,40.76294008,2024,22.11111111,0.484924623,6,9.722610634,11.66025404,11.03394269,0.637305699,0.469849246,0.670886076,9.384274117,12.91314868,62.31573623,FRE
00806.txt,350,0.02,0.054285714,3.850299401,0.217142857,100.1875,5.25,2.075314687,5,62.10698305,1628,21.875,0.488571429,5,7.31625,9.422616289,7.75984858,0.678362573,0.508571429,0.56,7.100912855,10.70102524,79.44076991,FRE
00814.txt,451,0.026607539,0.11308204,4.210772834,0.274944568,91.54166667,4.833333333,2.583967161,5,38.08103111,2224,18.79166667,0.456762749,0,7.658181818,9.020797289,10.25860606,0.601941748,0.401330377,0.563829787,7.174292929,9.529292929,73.01477273,FRE
00817.txt,153,0.019607843,0.111111111,4.581560284,0.307189542,65.16666667,3.583333333,3.142380243,2,27.73635801,795,12.75,0.503267974,5,6.523888889,10.07106781,12.1226963,0.753246753,0.575163399,0.714285714,7.153055556,10.42592593,63.81625,FRE
00829.txt,287,0.017421603,0.066202091,4.062962963,0.254355401,79.52941176,4.235294118,2.386636894,7,32.90291896,1371,16.88235294,0.50174216,0,6.018235294,8.313689313,9.145682353,0.618055556,0.452961672,0.567164179,6.502352941,8.509803922,75.16058824,FRE
00836.txt,438,0.020547945,0.084474886,4.473809524,0.287671233,126.6111111,6.388888889,2.814381394,4,53.63988865,2304,24.33333333,0.438356164,8,11.56250627,12.03696114,11.5979599,0.567708333,0.392694064,0.567567568,10.50362155,13.77894737,59.23808897,FRE
00842.txt,312,0.022435897,0.03525641,3.910596026,0.221153846,146.9,6.9,2.573802102,5,87.96868761,1508,31.2,0.416666667,8,12.04921429,12.32737905,8.55925,0.730769231,0.480769231,0.770833333,11.63928571,15.34285714,61.48571429,FRE
00861.txt,415,0.019277108,0.060240964,4.626566416,0.25060241,138.375,6.625,2.995133227,7,42.30082003,2237,25.9375,0.457831325,9,13.06256471,13.0623059,12.99185831,0.715789474,0.474698795,0.641975309,11.6182953,15.06055858,52.61937755,FRE
00886.txt,284,0.014084507,0.052816901,4.722627737,0.285211268,141.7272727,7,2.841891852,6,69.73468018,1579,25.81818182,0.492957746,9,13.37869105,12.48683298,12.60916165,0.75,0.535211268,0.784313725,11.94015721,14.63513329,52.52804853,FRE
00892.txt,349,0.020057307,0.080229226,3.891238671,0.260744986,83.68421053,5.157894737,2.164032121,14,44.30760019,1611,18.36842105,0.464183381,0,5.747269083,8.75828922,8.24739404,0.685185185,0.46991404,0.666666667,5.808285117,9.13935169,81.73031893,FRE
00907.txt,359,0.019498607,0.08913649,4.301492537,0.292479109,73.04166667,4.125,2.603412946,20,30.15581642,1783,14.95833333,0.498607242,0,6.137820304,8.809475019,10.67598697,0.754189944,0.534818942,0.657534247,6.003310261,8.634581976,74.80520426,FRE
00908.txt,163,0.049079755,0.122699387,4.166666667,0.319018405,416,24.5,2.028348474,2,328,833,81.5,0.509202454,99,35.6322,13.24695077,8.663093333,0.602409639,0.54601227,0.58974359,28.13466667,31.86666667,26.934,FRE
00926.txt,429,0.023310023,0.093240093,4.146634615,0.265734266,163.5384615,8.461538462,2.382859106,3,40.76313452,2141,33,0.461538462,8,14.07811433,11.45804124,9.316860349,0.611111111,0.438228438,0.577777778,12.44798005,15.43073087,60.75707654,FRE
00936.txt,320,0.028125,0.1,4.436482085,0.303125,127.9230769,6.615384615,2.52899241,5,86.59317928,1677,24.61538462,0.50625,6,10.46479638,10.12525303,10.18515917,0.62345679,0.475,0.545454545,8.554740484,11.93729039,73.32474847,FRE
00938.txt,410,0.031707317,0.080487805,4.230179028,0.285365854,106.6842105,5.842105263,2.406982536,6,53.10768864,2057,21.57894737,0.431707317,6,9.026688892,9.766791979,10.07774394,0.627118644,0.429268293,0.607594937,8.150869627,10.93721095,71.40339055,FRE
00956.txt,383,0.018276762,0.080939948,3.904891304,0.248041775,119.2666667,6.666666667,2.194156763,4,35.4353245,1824,25.53333333,0.425587467,5,8.632509804,9.92820323,7.621279412,0.576687117,0.394255875,0.5,8.451176471,11.89019608,74.84362745,FRE
00976.txt,426,0.025821596,0.077464789,4.18226601,0.255868545,104.35,5.6,2.381430788,5,38.44382265,2106,21.3,0.497652582,5,8.648496144,10.34846923,9.65251928,0.54245283,0.392018779,0.534090909,8.284960154,11.48179949,70.30610347,FRE
00982.txt,301,0.016611296,0.099667774,4.341463415,0.342192691,108.5714286,5.571428571,2.503333377,5,46.07558121,1539,21.5,0.551495017,6,9.506373626,10.31925055,10.69405861,0.710843373,0.528239203,0.655737705,8.483131868,11.46300366,68.97436813,FRE
00987.txt,440,0.031818182,0.088636364,3.914489311,0.270454545,106.0526316,6.157894737,2.290599199,8,48.47948419,2038,23.15789474,0.468181818,0,8.412299017,8.893796918,9.539788462,0.597087379,0.418181818,0.558441558,7.182677848,10.08074031,77.68863794,FRE
01003.txt,373,0.016085791,0.09383378,4.369747899,0.273458445,118.75,7.0625,2.333049169,5,41.56846762,1915,23.3125,0.466487936,6,10.57008824,10.5,10.93006471,0.637931034,0.442359249,0.602409639,8.453970588,12.02941176,72.30036765,FRE
01024.txt,399,0.035087719,0.085213033,4.45,0.280701754,108,6,2.631814463,6,43.39415435,2072,21,0.481203008,7,9.87018671,10.94719414,11.56037151,0.604166667,0.431077694,0.6,8.535516025,12.00611585,67.42702293,FRE
01026.txt,447,0.015659955,0.102908277,4.342789598,0.317673378,95.125,5.166666667,2.721638842,5,42.66078654,2303,18.625,0.489932886,5,8.163432836,10.07106781,10.73412438,0.557077626,0.400447427,0.5,7.585783582,10.6800995,70.5098694,FRE
01038.txt,324,0.015432099,0.074074074,4.13968254,0.277777778,161.2,9,2.117091422,6,84.18764755,1657,32.4,0.527777778,8,13.65262136,11.83176087,8.751100324,0.538011696,0.410493827,0.457142857,11.6215178,15.72569579,66.77829612,FRE
01045.txt,134,0.02238806,0.082089552,4.140625,0.328358209,107.3333333,6,2.337648307,7,43.74801583,649,22.33333333,0.507462687,0,8.975789474,8.477225575,10.34317544,0.617647059,0.544776119,0.65,7.035789474,9.705263158,78.46052632,FRE
01055.txt,400,0.02,0.0575,4.136125654,0.2625,108.2777778,5.777777778,2.045888142,5,56.89347312,1966,22.22222222,0.505,5,8.808780488,9.32455532,9.196439024,0.559405941,0.4125,0.56097561,7.370853659,10.80162602,78.72993902,FRE
01058.txt,375,0.024,0.082666667,4.387811634,0.290666667,137.5714286,7.214285714,2.653438876,4,71.58183557,1940,26.78571429,0.501333333,8,12.40982143,12.258201,11.51124405,0.595744681,0.448,0.605263158,11.01345238,14.36190476,58.84821429,FRE
01072.txt,481,0.016632017,0.070686071,4.267094017,0.30977131,186.7692308,10.76923077,2.777970901,7,64.46364968,2445,37,0.413721414,11,16.45763659,14.26601424,10.99390421,0.773869347,0.490644491,0.685714286,14.56401869,18.30941769,49.28536664,FRE
